text_key,zh_cn
到了这一步，化骨池已经不是怪谈，而是一处白天也会往外渗线索的地方。夜里的异声不过是在催你回头看白天这些本来就存在的残痕。,
墙根有被什么东西反复蹭过的白印，石缝里还有干了又返潮的黑灰，像是有人曾被拖到边上，又有人急着把留下来的东西刮掉。,
到了这一步，化骨池已经不是怪谈，而是一处白天也会往外渗线索的地方。夜里的异声不过是在催你回头看白天这些本来就存在的残痕。,
到了这一步，化骨池已经不是怪谈，而是一处白天也会往外渗线索的地方。夜里的异声不过是在催你回头看白天这些本来就存在的残痕。,
到了这一步，化骨池已经不是怪谈，而是一处白天也会往外渗线索的地方。夜里的异声不过是在催你回头看白天这些本来就存在的残痕。,
到了这一步，化骨池已经不是怪谈，而是一处白天也会往外渗线索的地方。夜里的异声不过是在催你回头看白天这些本来就存在的残痕。,
到了这一步，化骨池已经不是怪谈，而是一处白天也会往外渗线索的地方。夜里的异声不过是在催你回头看白天这些本来就存在的残痕。,
opt.1301_opt_01.text,承认这不是怪谈，而是有人被带到这里后留下的真痕
opt.1301_opt_01.result,你不再把那些异声和白印拆开看了。白天留下来的痕，反而比夜里的声音更像证据。只要有人来过、被拖过、被处理过，那化骨池就和外门里最近这些失踪与遮掩脱不了干系。
opt.1301_opt_02.text,拿族兄留下的碎线去对这些痕，先确认他是不是也来过这里
opt.1301_opt_02.result,你把族兄留下来的只言片语和眼前这些残痕一一对上，越对越觉得发冷。若他不是死在化骨池边，至少也一定被带着路过了这处地方。你之前那些关于族兄之死的怀疑，到这一步终于有了可以落脚的地方。
evt.1302.title,错名在门后响起
evt.1302.desc,"前一日你已经在白天的墙根和石缝里看见那些压不住的残痕，所以这一夜异声再靠近时，你第一反应不再是“又来了怪谈”，而是“白天那些痕背后果然还连着活东西”。
这一夜异声没有从很远的池底传来，而像是先贴着门板，再顺着缝隙慢慢爬进屋里。那声音没有直接喊你的名字，却吐出了一个你根本不认识的称呼，尾音里还拖着半截像哭又像咳血的气。
你几乎立刻就明白，那不是谁在模仿你，也不是单单在找你。化骨池底下的东西像是在乱七八糟地拼接很多人的残声，拼到最后，连“该叫谁”都已经分不清了。白天那些拖痕和黑灰，到这里终于不再只是痕，而像是许多条没散干净的命都还在往外蹭。"
这一夜异声没有从很远的池底传来，而像是先贴着门板，再顺着缝隙慢慢爬进屋里。那声音没有直接喊你的名字，却吐出了一个你根本不认识的称呼，尾音里还拖着半截像哭又像咳血的气。,
你几乎立刻就明白，那不是谁在模仿你，也不是单单在找你。化骨池底下的东西像是在乱七八糟地拼接很多人的残声，拼到最后，连“该叫谁”都已经分不清了。白天那些拖痕和黑灰，到这里终于不再只是痕，而像是许多条没散干净的命都还在往外蹭。,
这一夜异声没有从很远的池底传来，而像是先贴着门板，再顺着缝隙慢慢爬进屋里。那声音没有直接喊你的名字，却吐出了一个你根本不认识的称呼，尾音里还拖着半截像哭又像咳血的气。,
你几乎立刻就明白，那不是谁在模仿你，也不是单单在找你。化骨池底下的东西像是在乱七八糟地拼接很多人的残声，拼到最后，连“该叫谁”都已经分不清了。白天那些拖痕和黑灰，到这里终于不再只是痕，而像是许多条没散干净的命都还在往外蹭。,
这一夜异声没有从很远的池底传来，而像是先贴着门板，再顺着缝隙慢慢爬进屋里。那声音没有直接喊你的名字，却吐出了一个你根本不认识的称呼，尾音里还拖着半截像哭又像咳血的气。,
你几乎立刻就明白，那不是谁在模仿你，也不是单单在找你。化骨池底下的东西像是在乱七八糟地拼接很多人的残声，拼到最后，连“该叫谁”都已经分不清了。白天那些拖痕和黑灰，到这里终于不再只是痕，而像是许多条没散干净的命都还在往外蹭。,
这一夜异声没有从很远的池底传来，而像是先贴着门板，再顺着缝隙慢慢爬进屋里。那声音没有直接喊你的名字，却吐出了一个你根本不认识的称呼，尾音里还拖着半截像哭又像咳血的气。,
你几乎立刻就明白，那不是谁在模仿你，也不是单单在找你。化骨池底下的东西像是在乱七八糟地拼接很多人的残声，拼到最后，连“该叫谁”都已经分不清了。白天那些拖痕和黑灰，到这里终于不再只是痕，而像是许多条没散干净的命都还在往外蹭。,
这一夜异声没有从很远的池底传来，而像是先贴着门板，再顺着缝隙慢慢爬进屋里。那声音没有直接喊你的名字，却吐出了一个你根本不认识的称呼，尾音里还拖着半截像哭又像咳血的气。,
你几乎立刻就明白，那不是谁在模仿你，也不是单单在找你。化骨池底下的东西像是在乱七八糟地拼接很多人的残声，拼到最后，连“该叫谁”都已经分不清了。白天那些拖痕和黑灰，到这里终于不再只是痕，而像是许多条没散干净的命都还在往外蹭。,
这一夜异声没有从很远的池底传来，而像是先贴着门板，再顺着缝隙慢慢爬进屋里。那声音没有直接喊你的名字，却吐出了一个你根本不认识的称呼，尾音里还拖着半截像哭又像咳血的气。,
你几乎立刻就明白，那不是谁在模仿你，也不是单单在找你。化骨池底下的东西像是在乱七八糟地拼接很多人的残声，拼到最后，连“该叫谁”都已经分不清了。白天那些拖痕和黑灰，到这里终于不再只是痕，而像是许多条没散干净的命都还在往外蹭。,
这一夜异声没有从很远的池底传来，而像是先贴着门板，再顺着缝隙慢慢爬进屋里。那声音没有直接喊你的名字，却吐出了一个你根本不认识的称呼，尾音里还拖着半截像哭又像咳血的气。,
你几乎立刻就明白，那不是谁在模仿你，也不是单单在找你。化骨池底下的东西像是在乱七八糟地拼接很多人的残声，拼到最后，连“该叫谁”都已经分不清了。白天那些拖痕和黑灰，到这里终于不再只是痕，而像是许多条没散干净的命都还在往外蹭。,
这一夜异声没有从很远的池底传来，而像是先贴着门板，再顺着缝隙慢慢爬进屋里。那声音没有直接喊你的名字，却吐出了一个你根本不认识的称呼，尾音里还拖着半截像哭又像咳血的气。,
你几乎立刻就明白，那不是谁在模仿你，也不是单单在找你。化骨池底下的东西像是在乱七八糟地拼接很多人的残声，拼到最后，连“该叫谁”都已经分不清了。白天那些拖痕和黑灰，到这里终于不再只是痕，而像是许多条没散干净的命都还在往外蹭。,
这一夜异声没有从很远的池底传来，而像是先贴着门板，再顺着缝隙慢慢爬进屋里。那声音没有直接喊你的名字，却吐出了一个你根本不认识的称呼，尾音里还拖着半截像哭又像咳血的气。,
你几乎立刻就明白，那不是谁在模仿你，也不是单单在找你。化骨池底下的东西像是在乱七八糟地拼接很多人的残声，拼到最后，连“该叫谁”都已经分不清了。白天那些拖痕和黑灰，到这里终于不再只是痕，而像是许多条没散干净的命都还在往外蹭。,
你几乎立刻就明白，那不是谁在模仿你，也不是单单在找你。化骨池底下的东西像是在乱七八糟地拼接很多人的残声，拼到最后，连“该叫谁”都已经分不清了。,
你几乎立刻就明白，那不是谁在模仿你，也不是单单在找你。化骨池底下的东西像是在乱七八糟地拼接很多人的残声，拼到最后，连“该叫谁”都已经分不清了。,
你几乎立刻就明白，那不是谁在模仿你，也不是单单在找你。化骨池底下的东西像是在乱七八糟地拼接很多人的残声，拼到最后，连“该叫谁”都已经分不清了。,
你几乎立刻就明白，那不是谁在模仿你，也不是单单在找你。化骨池底下的东西像是在乱七八糟地拼接很多人的残声，拼到最后，连“该叫谁”都已经分不清了。,
你几乎立刻就明白，那不是谁在模仿你，也不是单单在找你。化骨池底下的东西像是在乱七八糟地拼接很多人的残声，拼到最后，连“该叫谁”都已经分不清了。,
opt.1302_opt_01.text,把这个错名记下来，确认池底拼的不是一个人的回声
opt.1302_opt_01.result,你强迫自己把那两个字完整记住，没有任由本能把它抹掉。也正因为记住了，你才更确信：化骨池底下压着的不是一条怨气，而是许多条被混在一起、又迟迟散不干净的回声。
opt.1302_opt_02.text,先压住回应，不让它顺着你的心口继续往里钻
opt.1302_opt_02.result,你没有顺着那道错名回头，也没有让自己多听半句。可就算这样，你也知道事情已经变了。它现在离你比前几夜都近，近到不需要你靠到池边，也能先摸到你门外。
evt.1303.title,化骨池的标记开始贴身
evt.1303.desc,"你前一夜已经听见那道错名顺着门缝往里爬，所以天亮后再看见袖口和墙边的异样时，你马上明白，化骨池这条线也走到了不能再只当旁观的地步。
昨夜那道异声并没有完全退走。袖口内侧不知何时蹭上了一点灰白的细痕，像盐霜，又像骨粉，擦掉以后却还留着一层说不清的凉意。墙边也多出一道昨夜没有的湿印，位置正好对着你睡下时心口的方向。
到这一步，化骨池就不只是“你去看它”了。它已经开始反过来把你记住，并在白天也留下能被你摸到的回声。你若还想把它当成单纯的怪谈，就等于在骗自己。化骨池线追到这里，真正逼近你的问题也不再是“那里到底有什么”，而是“既然它已经盯上你，你准备把这份异常当成退路，还是等它先变成祸根”。"
昨夜那道异声并没有完全退走。袖口内侧不知何时蹭上了一点灰白的细痕，像盐霜，又像骨粉，擦掉以后却还留着一层说不清的凉意。墙边也多出一道昨夜没有的湿印，位置正好对着你睡下时心口的方向。,
到这一步，化骨池就不只是“你去看它”了。它已经开始反过来把你记住，并在白天也留下能被你摸到的回声。你若还想把它当成单纯的怪谈，就等于在骗自己。化骨池线追到这里，真正逼近你的问题也不再是“那里到底有什么”，而是“既然它已经盯上你，你准备把这份异常当成退路，还是等它先变成祸根”。,
昨夜那道异声并没有完全退走。袖口内侧不知何时蹭上了一点灰白的细痕，像盐霜，又像骨粉，擦掉以后却还留着一层说不清的凉意。墙边也多出一道昨夜没有的湿印，位置正好对着你睡下时心口的方向。,
到这一步，化骨池就不只是“你去看它”了。它已经开始反过来把你记住，并在白天也留下能被你摸到的回声。你若还想把它当成单纯的怪谈，就等于在骗自己。化骨池线追到这里，真正逼近你的问题也不再是“那里到底有什么”，而是“既然它已经盯上你，你准备把这份异常当成退路，还是等它先变成祸根”。,
昨夜那道异声并没有完全退走。袖口内侧不知何时蹭上了一点灰白的细痕，像盐霜，又像骨粉，擦掉以后却还留着一层说不清的凉意。墙边也多出一道昨夜没有的湿印，位置正好对着你睡下时心口的方向。,
到这一步，化骨池就不只是“你去看它”了。它已经开始反过来把你记住，并在白天也留下能被你摸到的回声。你若还想把它当成单纯的怪谈，就等于在骗自己。化骨池线追到这里，真正逼近你的问题也不再是“那里到底有什么”，而是“既然它已经盯上你，你准备把这份异常当成退路，还是等它先变成祸根”。,
昨夜那道异声并没有完全退走。袖口内侧不知何时蹭上了一点灰白的细痕，像盐霜，又像骨粉，擦掉以后却还留着一层说不清的凉意。墙边也多出一道昨夜没有的湿印，位置正好对着你睡下时心口的方向。,
到这一步，化骨池就不只是“你去看它”了。它已经开始反过来把你记住，并在白天也留下能被你摸到的回声。你若还想把它当成单纯的怪谈，就等于在骗自己。化骨池线追到这里，真正逼近你的问题也不再是“那里到底有什么”，而是“既然它已经盯上你，你准备把这份异常当成退路，还是等它先变成祸根”。,
昨夜那道异声并没有完全退走。袖口内侧不知何时蹭上了一点灰白的细痕，像盐霜，又像骨粉，擦掉以后却还留着一层说不清的凉意。墙边也多出一道昨夜没有的湿印，位置正好对着你睡下时心口的方向。,
到这一步，化骨池就不只是“你去看它”了。它已经开始反过来把你记住，并在白天也留下能被你摸到的回声。你若还想把它当成单纯的怪谈，就等于在骗自己。化骨池线追到这里，真正逼近你的问题也不再是“那里到底有什么”，而是“既然它已经盯上你，你准备把这份异常当成退路，还是等它先变成祸根”。,
昨夜那道异声并没有完全退走。袖口内侧不知何时蹭上了一点灰白的细痕，像盐霜，又像骨粉，擦掉以后却还留着一层说不清的凉意。墙边也多出一道昨夜没有的湿印，位置正好对着你睡下时心口的方向。,
到这一步，化骨池就不只是“你去看它”了。它已经开始反过来把你记住，并在白天也留下能被你摸到的回声。你若还想把它当成单纯的怪谈，就等于在骗自己。化骨池线追到这里，真正逼近你的问题也不再是“那里到底有什么”，而是“既然它已经盯上你，你准备把这份异常当成退路，还是等它先变成祸根”。,
昨夜那道异声并没有完全退走。袖口内侧不知何时蹭上了一点灰白的细痕，像盐霜，又像骨粉，擦掉以后却还留着一层说不清的凉意。墙边也多出一道昨夜没有的湿印，位置正好对着你睡下时心口的方向。,
到这一步，化骨池就不只是“你去看它”了。它已经开始反过来把你记住，并在白天也留下能被你摸到的回声。你若还想把它当成单纯的怪谈，就等于在骗自己。化骨池线追到这里，真正逼近你的问题也不再是“那里到底有什么”，而是“既然它已经盯上你，你准备把这份异常当成退路，还是等它先变成祸根”。,
昨夜那道异声并没有完全退走。袖口内侧不知何时蹭上了一点灰白的细痕，像盐霜，又像骨粉，擦掉以后却还留着一层说不清的凉意。墙边也多出一道昨夜没有的湿印，位置正好对着你睡下时心口的方向。,
到这一步，化骨池就不只是“你去看它”了。它已经开始反过来把你记住，并在白天也留下能被你摸到的回声。你若还想把它当成单纯的怪谈，就等于在骗自己。化骨池线追到这里，真正逼近你的问题也不再是“那里到底有什么”，而是“既然它已经盯上你，你准备把这份异常当成退路，还是等它先变成祸根”。,
到这一步，化骨池就不只是“你去看它”了。它已经开始反过来把你记住，并在白天也留下能被你摸到的回声。你若还想把它当成单纯的怪谈，就等于在骗自己。,
到这一步，化骨池就不只是“你去看它”了。它已经开始反过来把你记住，并在白天也留下能被你摸到的回声。你若还想把它当成单纯的怪谈，就等于在骗自己。,
到这一步，化骨池就不只是“你去看它”了。它已经开始反过来把你记住，并在白天也留下能被你摸到的回声。你若还想把它当成单纯的怪谈，就等于在骗自己。,
到这一步，化骨池就不只是“你去看它”了。它已经开始反过来把你记住，并在白天也留下能被你摸到的回声。你若还想把它当成单纯的怪谈，就等于在骗自己。,
到这一步，化骨池就不只是“你去看它”了。它已经开始反过来把你记住，并在白天也留下能被你摸到的回声。你若还想把它当成单纯的怪谈，就等于在骗自己。,
到这一步，化骨池就不只是“你去看它”了。它已经开始反过来把你记住，并在白天也留下能被你摸到的回声。你若还想把它当成单纯的怪谈，就等于在骗自己。,
opt.1303_opt_01.text,承认自己已经被它盯上，先把这件事纳入活路的计算里
opt.1303_opt_01.result,你不再把这层凉意当成偶然，而是承认自己确实已经被化骨池那边的东西记住了。既然躲不开，就只能想办法把这份贴身的异常也算进自己的活路里，而不是等它哪天突然反咬你一口。
opt.1303_opt_02.text,先把痕迹压住，不让别人看出你已经和那边沾上了
opt.1303_opt_02.result,你第一时间把袖口和墙边处理干净，不让这点异样留在别人眼里。可你自己知道，这不是解决，只是暂时把它从明面压回了暗处。既然化骨池已经开始贴身，后面再听见、再看见的东西，只会越来越像冲着你来的。
evt.2301.title,疯长老开价
evt.2301.desc,"前几天疯长老留给你的那几句疯话，原来不是随口吓人。你越顺着这条线去想，就越看清他真正盯着的从来不是谁胆子小、谁嘴硬，而是谁已经被外门那套筛人规矩逼到了边上。
所以这一次他第二次主动叫住你时，话也不再绕了。他站在丹房门口，看着被抬出去又抬回来的药桶，像是随口问你怕不怕试药，下一句却直接落到了价码上。
他说外门里求他的人很多，可真正能被他留下来的，不是最听话的，也不是最能忍的，而是“死了可惜、活着有用”的那一类。若你真想把他这条险路当活路走，就该先想清楚，自己准备拿什么证明“还值得留着”。"
所以这一次他第二次主动叫住你时，话也不再绕了。他站在丹房门口，看着被抬出去又抬回来的药桶，像是随口问你怕不怕试药，下一句却直接落到了价码上。,
他说外门里求他的人很多，可真正能被他留下来的，不是最听话的，也不是最能忍的，而是“死了可惜、活着有用”的那一类。若你真想把他这条险路当活路走，就该先想清楚，自己准备拿什么证明“还值得留着”。,
所以这一次他第二次主动叫住你时，话也不再绕了。他站在丹房门口，看着被抬出去又抬回来的药桶，像是随口问你怕不怕试药，下一句却直接落到了价码上。,
他说外门里求他的人很多，可真正能被他留下来的，不是最听话的，也不是最能忍的，而是“死了可惜、活着有用”的那一类。若你真想把他这条险路当活路走，就该先想清楚，自己准备拿什么证明“还值得留着”。,
所以这一次他第二次主动叫住你时，话也不再绕了。他站在丹房门口，看着被抬出去又抬回来的药桶，像是随口问你怕不怕试药，下一句却直接落到了价码上。,
他说外门里求他的人很多，可真正能被他留下来的，不是最听话的，也不是最能忍的，而是“死了可惜、活着有用”的那一类。若你真想把他这条险路当活路走，就该先想清楚，自己准备拿什么证明“还值得留着”。,
所以这一次他第二次主动叫住你时，话也不再绕了。他站在丹房门口，看着被抬出去又抬回来的药桶，像是随口问你怕不怕试药，下一句却直接落到了价码上。,
他说外门里求他的人很多，可真正能被他留下来的，不是最听话的，也不是最能忍的，而是“死了可惜、活着有用”的那一类。若你真想把他这条险路当活路走，就该先想清楚，自己准备拿什么证明“还值得留着”。,
所以这一次他第二次主动叫住你时，话也不再绕了。他站在丹房门口，看着被抬出去又抬回来的药桶，像是随口问你怕不怕试药，下一句却直接落到了价码上。,
他说外门里求他的人很多，可真正能被他留下来的，不是最听话的，也不是最能忍的，而是“死了可惜、活着有用”的那一类。若你真想把他这条险路当活路走，就该先想清楚，自己准备拿什么证明“还值得留着”。,
所以这一次他第二次主动叫住你时，话也不再绕了。他站在丹房门口，看着被抬出去又抬回来的药桶，像是随口问你怕不怕试药，下一句却直接落到了价码上。,
他说外门里求他的人很多，可真正能被他留下来的，不是最听话的，也不是最能忍的，而是“死了可惜、活着有用”的那一类。若你真想把他这条险路当活路走，就该先想清楚，自己准备拿什么证明“还值得留着”。,
所以这一次他第二次主动叫住你时，话也不再绕了。他站在丹房门口，看着被抬出去又抬回来的药桶，像是随口问你怕不怕试药，下一句却直接落到了价码上。,
他说外门里求他的人很多，可真正能被他留下来的，不是最听话的，也不是最能忍的，而是“死了可惜、活着有用”的那一类。若你真想把他这条险路当活路走，就该先想清楚，自己准备拿什么证明“还值得留着”。,
所以这一次他第二次主动叫住你时，话也不再绕了。他站在丹房门口，看着被抬出去又抬回来的药桶，像是随口问你怕不怕试药，下一句却直接落到了价码上。,
他说外门里求他的人很多，可真正能被他留下来的，不是最听话的，也不是最能忍的，而是“死了可惜、活着有用”的那一类。若你真想把他这条险路当活路走，就该先想清楚，自己准备拿什么证明“还值得留着”。,
所以这一次他第二次主动叫住你时，话也不再绕了。他站在丹房门口，看着被抬出去又抬回来的药桶，像是随口问你怕不怕试药，下一句却直接落到了价码上。,
他说外门里求他的人很多，可真正能被他留下来的，不是最听话的，也不是最能忍的，而是“死了可惜、活着有用”的那一类。若你真想把他这条险路当活路走，就该先想清楚，自己准备拿什么证明“还值得留着”。,
所以这一次他第二次主动叫住你时，话也不再绕了。他站在丹房门口，看着被抬出去又抬回来的药桶，像是随口问你怕不怕试药，下一句却直接落到了价码上。,
他说外门里求他的人很多，可真正能被他留下来的，不是最听话的，也不是最能忍的，而是“死了可惜、活着有用”的那一类。若你真想把他这条险路当活路走，就该先想清楚，自己准备拿什么证明“还值得留着”。,
他说外门里求他的人很多，可真正能被他留下来的，不是最听话的，也不是最能忍的，而是“死了可惜、活着有用”的那一类。若你真想把他这条险路当活路走，就该先想清楚，自己准备拿什么证明“还值得留着”。,
他说外门里求他的人很多，可真正能被他留下来的，不是最听话的，也不是最能忍的，而是“死了可惜、活着有用”的那一类。若你真想把他这条险路当活路走，就该先想清楚，自己准备拿什么证明“还值得留着”。,
他说外门里求他的人很多，可真正能被他留下来的，不是最听话的，也不是最能忍的，而是“死了可惜、活着有用”的那一类。若你真想把他这条险路当活路走，就该先想清楚，自己准备拿什么证明“还值得留着”。,
他说外门里求他的人很多，可真正能被他留下来的，不是最听话的，也不是最能忍的，而是“死了可惜、活着有用”的那一类。若你真想把他这条险路当活路走，就该先想清楚，自己准备拿什么证明“还值得留着”。,
opt.2301_opt_01.text,先顺着他的价码往下听，看看他到底想留什么样的人
opt.2301_opt_01.result,你没有急着应，也没有退，只顺着他那句“死了可惜”问了下去。疯长老笑得比先前更真了一点，说近来外门里失踪的、被记走的、被临时换进试药名单的，从来都不是三回事。只要有人开始补名册、调夜路、改交接，离正式挑人就不远了。
opt.2301_opt_02.text,不先答应卖命，先把这份开价记下，等真要换命时再回来谈
opt.2301_opt_02.result,你没在这一步把自己送出去，只把他的开价一字一句记在心里。疯长老要的不是恭顺，而是能被他拿去换、更能继续拿来用的命。明白这一点之后，你再回头看丹房里那一声声惨叫，就知道自己不是在听怪事，而是在听筛人的规矩。
evt.2302.title,试药之后的回看
evt.2302.desc,"你前一天刚把疯长老那句“死了可惜、活着有用”记进心里，第五夜丹房里的惨叫就真的替这句话补上了代价。到了天亮时，整个外门反而安静得过分，像是谁都默认昨夜那一轮筛选不该被拿出来议论。
疯长老没有再专门来找你，可你已经能看出一些先前看不见的东西。
昨夜被叫进丹房的人，今晨有几个照常出现，有几个却像从来没在名册上存在过。活下来的，被悄悄记到另一张单子里；没活下来的，连议论都被压得极轻。到这一步你终于彻底看明白，疯长老从来不是在胡乱试药，他是在替某种更大的筛选挑“还能继续用的人”。"
疯长老没有再专门来找你，可你已经能看出一些先前看不见的东西。,
昨夜被叫进丹房的人，今晨有几个照常出现，有几个却像从来没在名册上存在过。活下来的，被悄悄记到另一张单子里；没活下来的，连议论都被压得极轻。到这一步你终于彻底看明白，疯长老从来不是在胡乱试药，他是在替某种更大的筛选挑“还能继续用的人”。,
疯长老没有再专门来找你，可你已经能看出一些先前看不见的东西。,
昨夜被叫进丹房的人，今晨有几个照常出现，有几个却像从来没在名册上存在过。活下来的，被悄悄记到另一张单子里；没活下来的，连议论都被压得极轻。到这一步你终于彻底看明白，疯长老从来不是在胡乱试药，他是在替某种更大的筛选挑“还能继续用的人”。,
疯长老没有再专门来找你，可你已经能看出一些先前看不见的东西。,
昨夜被叫进丹房的人，今晨有几个照常出现，有几个却像从来没在名册上存在过。活下来的，被悄悄记到另一张单子里；没活下来的，连议论都被压得极轻。到这一步你终于彻底看明白，疯长老从来不是在胡乱试药，他是在替某种更大的筛选挑“还能继续用的人”。,
疯长老没有再专门来找你，可你已经能看出一些先前看不见的东西。,
昨夜被叫进丹房的人，今晨有几个照常出现，有几个却像从来没在名册上存在过。活下来的，被悄悄记到另一张单子里；没活下来的，连议论都被压得极轻。到这一步你终于彻底看明白，疯长老从来不是在胡乱试药，他是在替某种更大的筛选挑“还能继续用的人”。,
疯长老没有再专门来找你，可你已经能看出一些先前看不见的东西。,
昨夜被叫进丹房的人，今晨有几个照常出现，有几个却像从来没在名册上存在过。活下来的，被悄悄记到另一张单子里；没活下来的，连议论都被压得极轻。到这一步你终于彻底看明白，疯长老从来不是在胡乱试药，他是在替某种更大的筛选挑“还能继续用的人”。,
疯长老没有再专门来找你，可你已经能看出一些先前看不见的东西。,
昨夜被叫进丹房的人，今晨有几个照常出现，有几个却像从来没在名册上存在过。活下来的，被悄悄记到另一张单子里；没活下来的，连议论都被压得极轻。到这一步你终于彻底看明白，疯长老从来不是在胡乱试药，他是在替某种更大的筛选挑“还能继续用的人”。,
疯长老没有再专门来找你，可你已经能看出一些先前看不见的东西。,
昨夜被叫进丹房的人，今晨有几个照常出现，有几个却像从来没在名册上存在过。活下来的，被悄悄记到另一张单子里；没活下来的，连议论都被压得极轻。到这一步你终于彻底看明白，疯长老从来不是在胡乱试药，他是在替某种更大的筛选挑“还能继续用的人”。,
疯长老没有再专门来找你，可你已经能看出一些先前看不见的东西。,
昨夜被叫进丹房的人，今晨有几个照常出现，有几个却像从来没在名册上存在过。活下来的，被悄悄记到另一张单子里；没活下来的，连议论都被压得极轻。到这一步你终于彻底看明白，疯长老从来不是在胡乱试药，他是在替某种更大的筛选挑“还能继续用的人”。,
疯长老没有再专门来找你，可你已经能看出一些先前看不见的东西。,
昨夜被叫进丹房的人，今晨有几个照常出现，有几个却像从来没在名册上存在过。活下来的，被悄悄记到另一张单子里；没活下来的，连议论都被压得极轻。到这一步你终于彻底看明白，疯长老从来不是在胡乱试药，他是在替某种更大的筛选挑“还能继续用的人”。,
昨夜被叫进丹房的人，今晨有几个照常出现，有几个却像从来没在名册上存在过。活下来的，被悄悄记到另一张单子里；没活下来的，连议论都被压得极轻。疯长老从来不是在胡乱试药，他是在替某种更大的筛选挑“还能继续用的人”。,
昨夜被叫进丹房的人，今晨有几个照常出现，有几个却像从来没在名册上存在过。活下来的，被悄悄记到另一张单子里；没活下来的，连议论都被压得极轻。疯长老从来不是在胡乱试药，他是在替某种更大的筛选挑“还能继续用的人”。,
昨夜被叫进丹房的人，今晨有几个照常出现，有几个却像从来没在名册上存在过。活下来的，被悄悄记到另一张单子里；没活下来的，连议论都被压得极轻。疯长老从来不是在胡乱试药，他是在替某种更大的筛选挑“还能继续用的人”。,
昨夜被叫进丹房的人，今晨有几个照常出现，有几个却像从来没在名册上存在过。活下来的，被悄悄记到另一张单子里；没活下来的，连议论都被压得极轻。疯长老从来不是在胡乱试药，他是在替某种更大的筛选挑“还能继续用的人”。,
昨夜被叫进丹房的人，今晨有几个照常出现，有几个却像从来没在名册上存在过。活下来的，被悄悄记到另一张单子里；没活下来的，连议论都被压得极轻。疯长老从来不是在胡乱试药，他是在替某种更大的筛选挑“还能继续用的人”。,
opt.2302_opt_01.text,把昨夜活下来的名单和外门筛选联系起来
opt.2302_opt_01.result,你终于把疯长老、试药和外门筛选放进了同一套逻辑里。若他愿意留人，那不是慈悲，而是那个人还没被榨干价值。想到这里，疯长老这条线也就不再只是险路，而是一笔越来越清楚的交易。
opt.2302_opt_02.text,先不急着向他低头，只记住“活下来的人会被另册记走”
opt.2302_opt_02.result,你没有立刻把自己送进那份名单里，只是先记住了这条规矩。只要还没被真正记走，就还有绕开的余地；可一旦真到了非换不可的时候，你也知道该拿什么和疯长老谈了。
evt.2303.title,疯长老索要投名状
evt.2303.desc,"到了第六天，你已经亲眼看见疯长老那套“活下来的人会被另册记走”的规矩是怎么运转的，所以这一次他再开口时，你很清楚，谈的已经不再是要不要靠近，而是靠过去之后你准备拿什么把自己押上去。
离月考只剩最后一轮时，疯长老终于把那层含糊笑意揭开了。他说若你真准备借他的手活下去，就不能只拿几句试探和几份怀疑来换。
他要的不是口头上的靠拢，而是一份投名状。可以是一条别人还不知道的线索，可以是一个会被先筛掉的名字，也可以是你亲口承认，真到要命的时候，你愿意先走进他的规矩里，再谈怎么走出来。到了这一步，疯长老线已经不再是在旁边看看风向，而是在逼你决定，要不要把“被留下来继续用”当成自己的活路。"
离月考只剩最后一轮时，疯长老终于把那层含糊笑意揭开了。他说若你真准备借他的手活下去，就不能只拿几句试探和几份怀疑来换。,
他要的不是口头上的靠拢，而是一份投名状。可以是一条别人还不知道的线索，可以是一个会被先筛掉的名字，也可以是你亲口承认，真到要命的时候，你愿意先走进他的规矩里，再谈怎么走出来。到了这一步，疯长老线已经不再是在旁边看看风向，而是在逼你决定，要不要把“被留下来继续用”当成自己的活路。,
离月考只剩最后一轮时，疯长老终于把那层含糊笑意揭开了。他说若你真准备借他的手活下去，就不能只拿几句试探和几份怀疑来换。,
他要的不是口头上的靠拢，而是一份投名状。可以是一条别人还不知道的线索，可以是一个会被先筛掉的名字，也可以是你亲口承认，真到要命的时候，你愿意先走进他的规矩里，再谈怎么走出来。到了这一步，疯长老线已经不再是在旁边看看风向，而是在逼你决定，要不要把“被留下来继续用”当成自己的活路。,
离月考只剩最后一轮时，疯长老终于把那层含糊笑意揭开了。他说若你真准备借他的手活下去，就不能只拿几句试探和几份怀疑来换。,
他要的不是口头上的靠拢，而是一份投名状。可以是一条别人还不知道的线索，可以是一个会被先筛掉的名字，也可以是你亲口承认，真到要命的时候，你愿意先走进他的规矩里，再谈怎么走出来。到了这一步，疯长老线已经不再是在旁边看看风向，而是在逼你决定，要不要把“被留下来继续用”当成自己的活路。,
离月考只剩最后一轮时，疯长老终于把那层含糊笑意揭开了。他说若你真准备借他的手活下去，就不能只拿几句试探和几份怀疑来换。,
他要的不是口头上的靠拢，而是一份投名状。可以是一条别人还不知道的线索，可以是一个会被先筛掉的名字，也可以是你亲口承认，真到要命的时候，你愿意先走进他的规矩里，再谈怎么走出来。到了这一步，疯长老线已经不再是在旁边看看风向，而是在逼你决定，要不要把“被留下来继续用”当成自己的活路。,
离月考只剩最后一轮时，疯长老终于把那层含糊笑意揭开了。他说若你真准备借他的手活下去，就不能只拿几句试探和几份怀疑来换。,
